"","cpid","livelihood.strategies","livelihood.category","incomeid","variable","value"
"7366","DEVAS","Rassi Banana(rope making)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",705,"v20",1
"7367","DEVAS","Kangi Banana( comb maker)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",706,"v20",1
"7368","DEVAS","Gobar khad (sale of cowdung )","HOME PRODUCTION(SMALL-SCALE PROCESSING)",707,"v20",1
"7369","DEVAS","Consumer goods (grocery store,flour mill)","TRADE/BUSINESS/SERVICES",801,"v20",1
"7371","DEVAS","Kamkaji Lakadi (sale of small timber)","TRADE/BUSINESS/SERVICES",803,"v20",1
"7372","DEVAS","construction contractor","TRADE/BUSINESS/SERVICES",804,"v20",1
"7376","DEVAS","Charoli","NTFP COLLECTION",901,"v20",1
"7379","DEVAS","Mahua fruit","NTFP COLLECTION",904,"v20",1
"7380","DEVAS","Government Salaried job(Choukidar,Aanganwadi Teacher,Forest Guard,M.P. police,School Teacher,Army,Patwari ","SALARIED JOB",1001,"v20",1
"7381","DEVAS","Private salaried job(doctor, truck driver)","SALARIED JOB",1002,"v20",1
"7383","DEVAS","Social Security Pension(widow pension,old age pension)","PENSION / REMITTANCES",1101,"v20",1
"7384","DEVAS","local agricultural labor (Hal chalana, bakhakhar chalana, kud-kachra saaf karna, buwai karna, nindai karna, dore chalana, dawai chhidkaw,pani chalana,faslo ki katai,kapas ki bunai, udhara(group agri labor))","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v20",1
"7385","DEVAS","Bandhua mazdoor(bonded labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"v20",1
"7386","DEVAS","local unskilled labor(saja-munafa,podha ropan, med bandi,Tendu-Patta)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v20",1
"7387","DEVAS","local skilled labor(  carpenter,mistri, woodcutter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1204,"v20",1
"7390","DEVAS","migratory unskilled labor (labor in company)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v20",1
"7391","KHANDWA"," Jowar","AGRICULTURE",101,"v20",1
"7392","KHANDWA","Maize","AGRICULTURE",102,"v20",1
"7393","KHANDWA"," Paddy ","AGRICULTURE",103,"v20",1
"7394","KHANDWA"," Wheat ","AGRICULTURE",104,"v20",1
"7395","KHANDWA"," Pulses ( Chana,Chawala, Masoor, Mung,Tuwar, Urad)","AGRICULTURE",105,"v20",1
"7396","KHANDWA"," vegetable(ballar, brinjal, okra,giki,pumpkin,fenugreek,spinach,tomato,chillies,bottlegourd,raddish,carrot)","AGRICULTURE",106,"v20",1
"7397","KHANDWA"," Cotton","AGRICULTURE",107,"v20",1
"7398","KHANDWA"," Mugfali","AGRICULTURE",108,"v20",1
"7399","KHANDWA"," Soyabean ","AGRICULTURE",109,"v20",1
"7400","KHANDWA","Sugarcane","AGRICULTURE",110,"v20",1
"7401","KHANDWA","Silk  Production","AGRICULTURE",111,"v20",1
"7402","KHANDWA"," banana","TREE BASED LIVELIHOOD",201,"v20",1
"7403","KHANDWA"," Mahuwa flower","TREE BASED LIVELIHOOD",202,"v20",1
"7404","KHANDWA"," goat","SHEEP/GOAT REARING",301,"v20",1
"7405","KHANDWA","Dairy (cow milk,buffalo milk)","DAIRY CATTLE",401,"v20",1
"7407","KHANDWA"," hen","OTHER LIVESTOCKS",502,"v20",1
"7410","KHANDWA","mahua liquor","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"v20",1
"7412","KHANDWA","Consumer goods (cloth shop,flourmill,grocery store(kirana shop),fertilizer shop  ,multi hardware shop,medical shop,pesticide shop,xerox shop,electronic shop, petrol pump)","TRADE/BUSINESS/SERVICES",801,"v20",1
"7416","KHANDWA","stitching ","TRADE/BUSINESS/SERVICES",805,"v20",1
"7428","KHANDWA","Government Salaried job(ASHA worker,Rojgar Sahayak,Post men, Police (Constable ),Teacher ( primary School,middle school,secondary school),Panchayat Sachiv,Army personnel,Forest Guard,Aganwadi Worker,peon in collectorate, siksha karmi,Govt . Peon,govt water supplyer,Peon  in Govt . Agriculture  dept)","SALARIED JOB",1001,"v20",1
"7429","KHANDWA","Private salaried job (Bus Conductor ,Development officer in NGO,Paraworker,private school teacher,driver )","SALARIED JOB",1002,"v20",1
"7431","KHANDWA","social securty pension (Handicap, widow, Old age ) ","PENSION / REMITTANCES",1101,"v20",1
"7432","KHANDWA","local agriculture labor (sugarcane,soyabean and wheat harvesting)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v20",1
"7433","KHANDWA","local skilled labor (Mason, Carpenter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"v20",1
"7434","KHANDWA","local unskilled labor (NREGA labor,labor for collecting tendu leaves)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v20",1
"7435","KHANDWA","migration for agriculture labor( wheat,soyabean and sugarcane harvesting)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1301,"v20",1
"7437","KHANDWA","migration for unskilled labor(construction site,Labor in private Company)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v20",1
"7438","MAHBUBNAGAR","rice ","AGRICULTURE",101,"v20",1
"7439","MAHBUBNAGAR","sorghum","AGRICULTURE",102,"v20",1
"7440","MAHBUBNAGAR","cotton","AGRICULTURE",103,"v20",1
"7441","MAHBUBNAGAR","pulses(blackgram,greengram,redgram,bengalgram,horsegram)","AGRICULTURE",104,"v20",1
"7442","MAHBUBNAGAR","ground nut","AGRICULTURE",105,"v20",1
"7444","MAHBUBNAGAR","sun flower","AGRICULTURE",107,"v20",1
"7445","MAHBUBNAGAR","sesame ","AGRICULTURE",108,"v20",1
"7447","MAHBUBNAGAR","sajja(type of sorghum)","AGRICULTURE",110,"v20",1
"7449","MAHBUBNAGAR","vegetable(tomato,brinjal,onion,okra,chilli,bittergourd,sorakaya(type of brinjal),keera,beera(type of bitter gourd),potato,fenugreek,spinach and coriander)","AGRICULTURE",112,"v20",1
"7450","MAHBUBNAGAR","guava","TREE BASED LIVELIHOOD",201,"v20",1
"7451","MAHBUBNAGAR","sapota (type of apple)","TREE BASED LIVELIHOOD",202,"v20",1
"7453","MAHBUBNAGAR","custerd apple","TREE BASED LIVELIHOOD",204,"v20",1
"7456","MAHBUBNAGAR","lemon","TREE BASED LIVELIHOOD",207,"v20",1
"7458","MAHBUBNAGAR","goat for meat","SHEEP/GOAT REARING",301,"v20",1
"7460","MAHBUBNAGAR","cow for milk","DAIRY CATTLE",401,"v20",1
"7461","MAHBUBNAGAR","bullocks","DAIRY CATTLE",402,"v20",1
"7462","MAHBUBNAGAR","hen for meat","OTHER LIVESTOCKS",501,"v20",1
"7466","MAHBUBNAGAR","kallu(local drink)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"v20",1
"7468","MAHBUBNAGAR","consumer goods(stationary shop,cloth shop,selling fertilizer,grocery shop)","TRADE/BUSINESS/SERVICES",801,"v20",1
"7469","MAHBUBNAGAR","perhisable goods(mutton shop,chicken shop,tea shop,jewellary)","TRADE/BUSINESS/SERVICES",802,"v20",1
"7472","MAHBUBNAGAR","private transport business(auto,tractor,lorry(owner))","TRADE/BUSINESS/SERVICES",805,"v20",1
"7473","MAHBUBNAGAR","mobile shop(recharge & repair)","TRADE/BUSINESS/SERVICES",806,"v20",1
"7475","MAHBUBNAGAR","fire wood","NTFP COLLECTION",901,"v20",1
"7476","MAHBUBNAGAR","govt.salaried job(teacher,police(s.i),conistable,village revenue officer,vatenary doctor,home guard,bank manager,sarpanch)","SALARIED JOB",1001,"v20",1
"7477","MAHBUBNAGAR","private salaried job(watchman,teacher,mechanic worker,sales man)","SALARIED JOB",1002,"v20",1
"7481","MAHBUBNAGAR","social secretary pension(old age pension,widow pension,disabled penson)","PENSION / REMITTANCES",1101,"v20",1
"7482","MAHBUBNAGAR","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v20",1
"7483","MAHBUBNAGAR","local skilled labor(centering worker,mistri,carpenter,welder)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"v20",1
"7484","MAHBUBNAGAR","local unskilled labor(construction labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v20",1
"7486","MAHBUBNAGAR","migratory skilled labor(mistri, dry cleanerwork in mumbai city)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1302,"v20",1
"7488","MALKANGIRI","bajra","AGRICULTURE",101,"v20",1
"7489","MALKANGIRI","Paddy","AGRICULTURE",102,"v20",1
"7490","MALKANGIRI","Ragi(millet)","AGRICULTURE",103,"v20",1
"7491","MALKANGIRI","sua(fox tail millet)","AGRICULTURE",104,"v20",1
"7492","MALKANGIRI","Alsi","AGRICULTURE",105,"v20",1
"7493","MALKANGIRI","Vegetable(Ash gourd, banglore baigano,beans,bitter gourd,bottle gourd,brinjal,butter beans,cabbage,cauliflower,chillies,dhonia,drumsticks,evy gourd,garlic,ginger,kidney beans,lady's finger,pumpkin,raddish,ridge gourd,snake gourd,kohlrabi,spinach,sweet root,tomato , tumeric)","AGRICULTURE",106,"v20",1
"7494","MALKANGIRI","pulses (black gram,boroboti,dongor rani, green gram, horse gram, jhudungo, pigeon pea)","AGRICULTURE",107,"v20",1
"7496","MALKANGIRI","Ground nut","AGRICULTURE",109,"v20",1
"7499","MALKANGIRI","seasame","AGRICULTURE",112,"v20",1
"7501","MALKANGIRI","Sweet corn","AGRICULTURE",114,"v20",1
"7502","MALKANGIRI","banana","TREE BASED LIVELIHOOD",201,"v20",1
"7505","MALKANGIRI","mango","TREE BASED LIVELIHOOD",204,"v20",1
"7506","MALKANGIRI","Tamarind","TREE BASED LIVELIHOOD",205,"v20",1
"7508","MALKANGIRI","Goat for meat","SHEEP/GOAT REARING",301,"v20",1
"7509","MALKANGIRI","Sheep for meat","SHEEP/GOAT REARING",302,"v20",1
"7510","MALKANGIRI","Buffalo for agriculture","OTHER LIVESTOCKS",501,"v20",1
"7511","MALKANGIRI","Bullocks for agriculture","OTHER LIVESTOCKS",502,"v20",1
"7512","MALKANGIRI","Cow for agriculture","OTHER LIVESTOCKS",503,"v20",1
"7513","MALKANGIRI","Duck for meat","OTHER LIVESTOCKS",504,"v20",1
"7515","MALKANGIRI","hen for meat","OTHER LIVESTOCKS",506,"v20",1
"7516","MALKANGIRI","Swan for meat","OTHER LIVESTOCKS",507,"v20",1
"7517","MALKANGIRI","sale of wild fish(chigudi,kalipati,kapdu,moya)","FISHING/AQUACULTURE",601,"v20",1
"7518","MALKANGIRI","sale of cultivated fish(american carp,grass carp,silver carp,telapia)","FISHING/AQUACULTURE",602,"v20",1
"7521","MALKANGIRI","bamboo product(Dala,dangla, dudi,jhudi, kolki, kula,takla, tiffin, changudi)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",703,"v20",1
"7522","MALKANGIRI","mahua(local drink)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",704,"v20",1
"7524","MALKANGIRI","Solopo(local drink)","TRADE/BUSINESS/SERVICES",801,"v20",1
"7537","MALKANGIRI","wild cashew","NTFP COLLECTION",901,"v20",1
"7541","MALKANGIRI","boda(type of wild mushroom)","NTFP COLLECTION",905,"v20",1
"7545","MALKANGIRI","Tendu leaf","NTFP COLLECTION",909,"v20",1
"7546","MALKANGIRI","mushroom","NTFP COLLECTION",910,"v20",1
"7547","MALKANGIRI","mahua fruit from forest","NTFP COLLECTION",911,"v20",1
"7551","MALKANGIRI","social security pension(disabled pension, old age pension, widow pension)","PENSION / REMITTANCES",1101,"v20",1
"7552","MALKANGIRI","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v20",1
"7553","MALKANGIRI","local skilled labor(carpenter, blacksmith,pottery,mistri,driver, painter,)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"v20",1
"7554","MALKANGIRI","local unskilled labor(construction labor,nrega labor,plumber)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v20",1
"7557","MALKANGIRI","migratory unkilled labor(construction labor, labor in factory)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v20",1
"7559","PALAMU","Paddy","AGRICULTURE",102,"v20",1
"7560","PALAMU","Wheat","AGRICULTURE",103,"v20",1
"7564","PALAMU","Pulses(Gram,Masuri,Tur,Kurthi,Khesari)","AGRICULTURE",107,"v20",1
"7565","PALAMU","Lentil","AGRICULTURE",108,"v20",1
"7570","PALAMU","sesame","AGRICULTURE",113,"v20",1
"7571","PALAMU","Tisi","AGRICULTURE",114,"v20",1
"7574","PALAMU","Mahua fruit (private sources)","TREE BASED LIVELIHOOD",203,"v20",1
"7576","PALAMU","Goat ","SHEEP/GOAT REARING",301,"v20",1
"7577","PALAMU","Dairy cattle(Buffalo milk,Cow Milk)","DAIRY CATTLE",401,"v20",1
"7578","PALAMU","Cow ","OTHER LIVESTOCKS",501,"v20",1
"7580","PALAMU","Buffalo ","OTHER LIVESTOCKS",503,"v20",1
"7583","PALAMU","Hen ","OTHER LIVESTOCKS",506,"v20",1
"7595","PALAMU","Private Clinic","TRADE/BUSINESS/SERVICES",805,"v20",1
"7597","PALAMU","Consumer goods(grocery store )","TRADE/BUSINESS/SERVICES",807,"v20",1
"7615","PALAMU","Govt  Salaried job(Block Development officer,Jharkhand police,Para teacher,College professor,govt teacher,Railway dept(Group D),Army Police, Border secruty force, Bihar Police force.Anganwari sewika)","SALARIED JOB",1001,"v20",1
"7618","PALAMU","Social secruty Pension(disabled pension,old age Pension,Widow Pension )","PENSION / REMITTANCES",1101,"v20",1
"7621","PALAMU","local unskilled labor (stone works, soil related labor,NREGA )","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v20",1
"7624","PALAMU","migratory unskilled labor(building construction, bridge construction, works in cressor) ","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v20",1
"7625","BANKURA","Potato","AGRICULTURE",107,"v20",1
"7626","BANKURA","Khasla (oil seed)","AGRICULTURE",108,"v20",1
"7627","BANKURA","Tisi (oil seed)","AGRICULTURE",109,"v20",1
"7629","BANKURA","Jackfruit","TREE BASED LIVELIHOOD",201,"v20",1
"7630","BANKURA","Water melon","TREE BASED LIVELIHOOD",202,"v20",1
"7631","BANKURA","Bamboo ","TREE BASED LIVELIHOOD",203,"v20",1
"7634","BANKURA","Sheep ","SHEEP/GOAT REARING",301,"v20",1
"7635","BANKURA","Goat ","SHEEP/GOAT REARING",302,"v20",1
"7636","BANKURA","Cow ","DAIRY CATTLE",401,"v20",1
"7637","BANKURA","Bullock ","OTHER LIVESTOCKS",501,"v20",1
"7639","BANKURA","Duck (Egg and meat)","OTHER LIVESTOCKS",503,"v20",1
"7640","BANKURA","Hen (Egg and meat)","OTHER LIVESTOCKS",504,"v20",1
"7651","BANKURA","Perishable goods (vegetable store,tea & sweet stall,Chicken Shop,Pan stall, Bakery )","TRADE/BUSINESS/SERVICES",803,"v20",1
"7653","BANKURA","sale of kerosene (from PDS)","TRADE/BUSINESS/SERVICES",805,"v20",1
"7655","BANKURA","Consumer goods (grocery shop,Medicine shop,Dashakarma shop[idols,dieties],Garment shop,shoes shop,Stationary shop,variety shop,Hardware shop,cement & rod shop,fertilizer shop,Tin,Asbestor,  )","TRADE/BUSINESS/SERVICES",807,"v20",1
"7670","BANKURA","Bamboo collected from forest","NTFP COLLECTION",901,"v20",1
"7672","BANKURA","Private Salaried Job (Driver,Law clerk,Tata motors,Cook in Military Canteen, Civic police,Engineer,Private Company,Fertilizer factory,Vest Factory,Data entry operator,Iron factory,Advocate,Nurse)","SALARIED JOB",1002,"v20",1
"7675","BANKURA","local agriculture labour (Harvesting & Sowing)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v20",1
"7677","BANKURA","local unskilled labor(NREGA,Roof maker,Helper)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v20",1
"7678","BANKURA","migratory agriculture labor(sowing and harvesting of paddy)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1301,"v20",1
"7679","BANKURA","migratory skilled labor(rajmistri, Circus,woodcutter,Electrical work, Spring Factory,Cressor,Ceramics artist)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1302,"v20",1
"7680","BANKURA","migratory unskilled labor(labor for soil works,road/bridge/building construction,stone chipping, labor in hotel, worker in wholesale shop,labor in mill,helper with truck/bus,power plant,R.N factory)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v20",1
"7872","MALKANGIRI","bajra","AGRICULTURE",101,"X",1
"7873","MALKANGIRI","Paddy","AGRICULTURE",102,"X",1
"7876","MALKANGIRI","Alsi","AGRICULTURE",105,"X",1
"7877","MALKANGIRI","Vegetable(Ash gourd, banglore baigano,beans,bitter gourd,bottle gourd,brinjal,butter beans,cabbage,cauliflower,chillies,dhonia,drumsticks,evy gourd,garlic,ginger,kidney beans,lady's finger,pumpkin,raddish,ridge gourd,snake gourd,kohlrabi,spinach,sweet root,tomato , tumeric)","AGRICULTURE",106,"X",1
"7878","MALKANGIRI","pulses (black gram,boroboti,dongor rani, green gram, horse gram, jhudungo, pigeon pea)","AGRICULTURE",107,"X",1
"7889","MALKANGIRI","mango","TREE BASED LIVELIHOOD",204,"X",1
"7900","MALKANGIRI","Swan for meat","OTHER LIVESTOCKS",507,"X",1
"7901","MALKANGIRI","sale of wild fish(chigudi,kalipati,kapdu,moya)","FISHING/AQUACULTURE",601,"X",1
"7902","MALKANGIRI","sale of cultivated fish(american carp,grass carp,silver carp,telapia)","FISHING/AQUACULTURE",602,"X",1
"7933","MALKANGIRI","govt salaried job(Anganwadi helper,anganbadi karmi,army personnel, asha didi,clerk in malkangiri  college, peon in panchayat office, police, post master, peon in tahesildaar office,teacher,watchman)","SALARIED JOB",1002,"X",1
"7934","MALKANGIRI","private salaried job(mechanic at company, mechanical engineer, paper mill supervisor)","SALARIED JOB",1003,"X",1
"7937","MALKANGIRI","local skilled labor(carpenter, blacksmith,pottery,mistri,driver, painter,)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"X",1
"7938","MALKANGIRI","local unskilled labor(construction labor,nrega labor,plumber)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"X",1
"8257","MALKANGIRI","Paddy","AGRICULTURE",102,"X.1",1
"8258","MALKANGIRI","Ragi(millet)","AGRICULTURE",103,"X.1",1
"8260","MALKANGIRI","Alsi","AGRICULTURE",105,"X.1",1
"8261","MALKANGIRI","Vegetable(Ash gourd, banglore baigano,beans,bitter gourd,bottle gourd,brinjal,butter beans,cabbage,cauliflower,chillies,dhonia,drumsticks,evy gourd,garlic,ginger,kidney beans,lady's finger,pumpkin,raddish,ridge gourd,snake gourd,kohlrabi,spinach,sweet root,tomato , tumeric)","AGRICULTURE",106,"X.1",1
"8262","MALKANGIRI","pulses (black gram,boroboti,dongor rani, green gram, horse gram, jhudungo, pigeon pea)","AGRICULTURE",107,"X.1",1
"8267","MALKANGIRI","seasame","AGRICULTURE",112,"X.1",1
"8269","MALKANGIRI","Sweet corn","AGRICULTURE",114,"X.1",1
"8273","MALKANGIRI","mango","TREE BASED LIVELIHOOD",204,"X.1",1
"8274","MALKANGIRI","Tamarind","TREE BASED LIVELIHOOD",205,"X.1",1
"8276","MALKANGIRI","Goat for meat","SHEEP/GOAT REARING",301,"X.1",1
"8277","MALKANGIRI","Sheep for meat","SHEEP/GOAT REARING",302,"X.1",1
"8278","MALKANGIRI","Buffalo for agriculture","OTHER LIVESTOCKS",501,"X.1",1
"8279","MALKANGIRI","Bullocks for agriculture","OTHER LIVESTOCKS",502,"X.1",1
"8280","MALKANGIRI","Cow for agriculture","OTHER LIVESTOCKS",503,"X.1",1
"8281","MALKANGIRI","Duck for meat","OTHER LIVESTOCKS",504,"X.1",1
"8283","MALKANGIRI","hen for meat","OTHER LIVESTOCKS",506,"X.1",1
"8284","MALKANGIRI","Swan for meat","OTHER LIVESTOCKS",507,"X.1",1
"8285","MALKANGIRI","sale of wild fish(chigudi,kalipati,kapdu,moya)","FISHING/AQUACULTURE",601,"X.1",1
"8286","MALKANGIRI","sale of cultivated fish(american carp,grass carp,silver carp,telapia)","FISHING/AQUACULTURE",602,"X.1",1
"8289","MALKANGIRI","bamboo product(Dala,dangla, dudi,jhudi, kolki, kula,takla, tiffin, changudi)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",703,"X.1",1
"8292","MALKANGIRI","Solopo(local drink)","TRADE/BUSINESS/SERVICES",801,"X.1",1
"8299","MALKANGIRI","consumer goods(Grocery shop)","TRADE/BUSINESS/SERVICES",808,"X.1",1
"8312","MALKANGIRI","Jhuna(incense/agarbati)","NTFP COLLECTION",908,"X.1",1
"8317","MALKANGIRI","govt salaried job(Anganwadi helper,anganbadi karmi,army personnel, asha didi,clerk in malkangiri  college, peon in panchayat office, police, post master, peon in tahesildaar office,teacher,watchman)","SALARIED JOB",1002,"X.1",1
"8319","MALKANGIRI","social security pension(disabled pension, old age pension, widow pension)","PENSION / REMITTANCES",1101,"X.1",1
"8320","MALKANGIRI","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"X.1",1
"8321","MALKANGIRI","local skilled labor(carpenter, blacksmith,pottery,mistri,driver, painter,)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"X.1",1
"8322","MALKANGIRI","local unskilled labor(construction labor,nrega labor,plumber)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"X.1",1
"8325","MALKANGIRI","migratory unkilled labor(construction labor, labor in factory)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"X.1",1
"8642","MALKANGIRI","Ragi(millet)","AGRICULTURE",103,"X.2",1
"8643","MALKANGIRI","sua(fox tail millet)","AGRICULTURE",104,"X.2",1
"8645","MALKANGIRI","Vegetable(Ash gourd, banglore baigano,beans,bitter gourd,bottle gourd,brinjal,butter beans,cabbage,cauliflower,chillies,dhonia,drumsticks,evy gourd,garlic,ginger,kidney beans,lady's finger,pumpkin,raddish,ridge gourd,snake gourd,kohlrabi,spinach,sweet root,tomato , tumeric)","AGRICULTURE",106,"X.2",1
"8646","MALKANGIRI","pulses (black gram,boroboti,dongor rani, green gram, horse gram, jhudungo, pigeon pea)","AGRICULTURE",107,"X.2",1
"8647","MALKANGIRI","mustard","AGRICULTURE",108,"X.2",1
"8649","MALKANGIRI","onion","AGRICULTURE",110,"X.2",1
"8650","MALKANGIRI","potato","AGRICULTURE",111,"X.2",1
"8657","MALKANGIRI","mango","TREE BASED LIVELIHOOD",204,"X.2",1
"8669","MALKANGIRI","sale of wild fish(chigudi,kalipati,kapdu,moya)","FISHING/AQUACULTURE",601,"X.2",1
"8670","MALKANGIRI","sale of cultivated fish(american carp,grass carp,silver carp,telapia)","FISHING/AQUACULTURE",602,"X.2",1
"8701","MALKANGIRI","govt salaried job(Anganwadi helper,anganbadi karmi,army personnel, asha didi,clerk in malkangiri  college, peon in panchayat office, police, post master, peon in tahesildaar office,teacher,watchman)","SALARIED JOB",1002,"X.2",1
"8702","MALKANGIRI","private salaried job(mechanic at company, mechanical engineer, paper mill supervisor)","SALARIED JOB",1003,"X.2",1
"8705","MALKANGIRI","local skilled labor(carpenter, blacksmith,pottery,mistri,driver, painter,)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"X.2",1
